hotel,arrival_date,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,2017-08-11,0,9,0,2,2,0,0,BB,BLR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,144.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-06,0,183,2,5,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,6,0,3,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,166.67,0,2,Check-Out,2017-08-13
City Hotel,2017-08-09,0,120,0,4,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-10,0,173,0,3,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,3,0,5,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,124.63,0,1,Check-Out,2017-08-13
City Hotel,2017-08-07,0,308,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,98.1,0,1,Check-Out,2017-08-13
City Hotel,2017-08-11,0,53,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-08-13
City Hotel,2017-08-06,0,296,2,5,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,262.0,,0,Transient,80.1,0,0,Check-Out,2017-08-13
City Hotel,2017-08-07,0,308,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.1,0,1,Check-Out,2017-08-13
City Hotel,2017-08-09,0,125,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,112.5,0,2,Check-Out,2017-08-13
City Hotel,2017-08-09,0,149,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,179,0,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,159.0,,0,Transient,171.66,0,1,Check-Out,2017-08-13
City Hotel,2017-08-08,0,127,0,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,270,0,3,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,179.1,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,7,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,195.67,0,2,Check-Out,2017-08-13
City Hotel,2017-08-10,0,7,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,186.67,0,2,Check-Out,2017-08-13
City Hotel,2017-08-11,0,84,0,2,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-09,0,125,0,4,3,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,175.0,0,3,Check-Out,2017-08-13
City Hotel,2017-08-09,0,125,0,4,2,2,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,200.0,0,3,Check-Out,2017-08-13
City Hotel,2017-08-03,0,101,2,8,1,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient,130.5,0,2,Check-Out,2017-08-13
City Hotel,2017-08-03,0,101,2,8,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,157.5,0,2,Check-Out,2017-08-13
City Hotel,2017-08-11,0,202,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,108,0,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,192.0,0,0,Check-Out,2017-08-13
City Hotel,2017-08-06,0,110,2,5,3,0,0,BB,AUT,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,190.0,0,2,Check-Out,2017-08-13
City Hotel,2017-08-10,0,193,0,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-11,0,0,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,209.0,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,175,0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,173.7,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,175,0,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,164.7,0,0,Check-Out,2017-08-13
City Hotel,2017-08-03,0,286,2,8,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.35,0,1,Check-Out,2017-08-13
City Hotel,2017-08-11,0,223,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-07,0,19,1,5,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,239.0,1,3,Check-Out,2017-08-13
City Hotel,2017-08-11,0,182,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,128.38,0,2,Check-Out,2017-08-13
City Hotel,2017-08-10,0,122,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-07,0,160,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,173.7,0,1,Check-Out,2017-08-13
City Hotel,2017-08-10,0,202,0,3,3,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,8.0,,0,Transient,255.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-11,0,0,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-11,0,0,0,2,2,1,0,SC,CHN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-09,0,171,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,115.63,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,148,0,3,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,2,Check-Out,2017-08-13
City Hotel,2017-08-11,0,53,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,3,Check-Out,2017-08-13
City Hotel,2017-08-12,0,1,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,250.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-12,0,0,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,199.0,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,2,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,230.0,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,112,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,0,Check-Out,2017-08-13
City Hotel,2017-08-08,0,20,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-07,0,134,1,5,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,3,Check-Out,2017-08-13
City Hotel,2017-08-11,0,198,0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.1,0,0,Check-Out,2017-08-13
City Hotel,2017-08-06,0,80,2,5,3,0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,237.71,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,135,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-10,0,163,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,2,Check-Out,2017-08-13
City Hotel,2017-08-07,0,190,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-07,0,190,1,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Check-Out,2017-08-13
City Hotel,2017-08-10,0,144,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-06,0,199,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,183.21,0,2,Check-Out,2017-08-13
City Hotel,2017-08-10,0,18,0,3,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,140.8,0,2,Check-Out,2017-08-13
City Hotel,2017-08-10,0,144,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-10,0,144,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,1,Check-Out,2017-08-13
City Hotel,2017-08-12,0,1,0,1,3,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,240.0,0,2,Check-Out,2017-08-13
City Hotel,2017-08-07,0,132,1,5,2,0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,3,Check-Out,2017-08-13
City Hotel,2017-08-10,0,42,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,250.0,0,1,Check-Out,2017-08-13
City Hotel,2017-08-07,0,308,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient-Party,98.1,0,1,Check-Out,2017-08-13
City Hotel,2017-08-14,0,0,0,0,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-09,0,87,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,155.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-07,0,135,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.43,0,2,Check-Out,2017-08-14
City Hotel,2017-08-10,0,177,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,112.5,0,0,Check-Out,2017-08-14
City Hotel,2017-08-08,0,280,1,5,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,2,Check-Out,2017-08-14
City Hotel,2017-08-13,0,31,1,0,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,200.0,0,3,Check-Out,2017-08-14
City Hotel,2017-08-11,0,195,1,2,2,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,80.1,0,0,Check-Out,2017-08-14
City Hotel,2017-08-10,0,22,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,180.0,0,2,Check-Out,2017-08-14
City Hotel,2017-08-12,0,117,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-12,0,117,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-13,0,0,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,139.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-07,0,309,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1,Check-Out,2017-08-14
City Hotel,2017-08-07,0,204,2,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-11,0,156,1,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.5,0,2,Check-Out,2017-08-14
City Hotel,2017-08-07,0,176,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-10,0,54,1,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,157.5,0,0,Check-Out,2017-08-14
City Hotel,2017-08-11,0,138,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,3,Check-Out,2017-08-14
City Hotel,2017-08-13,0,0,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,180.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-10,0,157,1,3,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,2,Check-Out,2017-08-14
City Hotel,2017-08-11,0,1,1,2,2,0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,200.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-07,0,102,2,5,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,201.4,0,2,Check-Out,2017-08-14
City Hotel,2017-08-07,0,149,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-12,0,195,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-10,0,20,1,3,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,2,Check-Out,2017-08-14
City Hotel,2017-08-13,0,5,1,0,2,0,0,BB,PRY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-10,0,158,1,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,175.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-12,0,36,1,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,155.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-12,0,105,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-11,0,317,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,108.9,1,1,Check-Out,2017-08-14
City Hotel,2017-08-07,0,122,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,111.6,0,1,Check-Out,2017-08-14
City Hotel,2017-08-13,0,294,1,0,2,0,0,BB,SWE,Direct,Direct,0,0,0,F,F,3,No Deposit,14.0,,0,Transient,201.25,0,1,Check-Out,2017-08-14
City Hotel,2017-08-12,0,2,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-11,0,187,1,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2017-08-14
City Hotel,2017-08-13,0,56,1,0,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-08-14
City Hotel,2017-08-10,0,144,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,2,Check-Out,2017-08-14
City Hotel,2017-08-11,0,128,1,2,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,2017-08-14
City Hotel,2017-08-10,0,295,1,3,3,0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,156.6,0,0,Check-Out,2017-08-14
City Hotel,2017-08-09,0,130,1,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,0,Check-Out,2017-08-14
City Hotel,2017-08-10,0,153,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-10,0,6,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,200.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-08,0,23,1,5,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Check-Out,2017-08-14
City Hotel,2017-08-11,0,317,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,116.1,0,1,Check-Out,2017-08-14
City Hotel,2017-08-10,0,108,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,195.0,0,2,Check-Out,2017-08-14
City Hotel,2017-08-12,0,320,1,1,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.3,0,3,Check-Out,2017-08-14
City Hotel,2017-08-13,0,0,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,152.0,,0,Transient,98.4,0,0,Check-Out,2017-08-14
City Hotel,2017-08-12,0,504,2,1,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-15
City Hotel,2017-08-12,0,141,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,449.0,,0,Transient-Party,106.0,0,0,Check-Out,2017-08-15
City Hotel,2017-08-08,0,129,2,5,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,2017-08-15
City Hotel,2017-08-13,0,168,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2017-08-15
City Hotel,2017-08-10,0,113,2,3,2,0,0,SC,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,125.0,0,0,Check-Out,2017-08-15
City Hotel,2017-08-12,0,504,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-15
City Hotel,2017-08-11,0,181,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,100.48,0,0,Check-Out,2017-08-15
City Hotel,2017-08-13,0,54,2,0,3,0,0,SC,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,152.0,0,0,Check-Out,2017-08-15
City Hotel,2017-08-14,0,1,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,A,2,No Deposit,,,0,Transient,180.0,0,0,Check-Out,2017-08-15
City Hotel,2017-08-12,0,179,2,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2017-08-15
City Hotel,2017-08-10,0,256,2,3,2,0,0,BB,POL,Direct,Direct,0,0,0,A,A,4,No Deposit,14.0,,0,Transient,86.63,0,2,Check-Out,2017-08-15
City Hotel,2017-08-13,0,21,2,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-08-15
City Hotel,2017-08-12,0,504,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-15
City Hotel,2017-08-11,0,122,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-08-15
City Hotel,2017-08-14,0,7,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,180.0,0,0,Check-Out,2017-08-15
City Hotel,2017-08-12,0,146,2,1,3,0,0,BB,MYS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,2,Check-Out,2017-08-15
City Hotel,2017-08-12,0,146,2,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,2,Check-Out,2017-08-15
City Hotel,2017-08-14,0,150,1,0,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,0,Check-Out,2017-08-15
City Hotel,2017-08-11,0,225,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,2,Check-Out,2017-08-15
City Hotel,2017-08-13,0,88,2,5,1,2,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,172.29,0,1,Check-Out,2017-08-20
City Hotel,2017-08-13,0,37,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,136.0,0,1,Check-Out,2017-08-15
City Hotel,2017-08-12,0,87,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,130.0,0,3,Check-Out,2017-08-15
City Hotel,2017-08-12,0,87,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-08-15
City Hotel,2017-08-12,0,156,2,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,104.4,0,0,Check-Out,2017-08-15
City Hotel,2017-08-12,0,504,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-15
City Hotel,2017-08-12,0,265,2,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,2017-08-15
City Hotel,2017-08-12,0,265,2,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,2,Check-Out,2017-08-15
City Hotel,2017-08-14,0,34,1,0,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,219.0,1,2,Check-Out,2017-08-15
City Hotel,2017-08-14,0,34,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-08-15
City Hotel,2017-08-11,0,170,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient-Party,175.5,0,0,Check-Out,2017-08-15
City Hotel,2017-08-11,0,170,2,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient-Party,148.5,1,2,Check-Out,2017-08-15
City Hotel,2017-08-13,0,1,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,2,Check-Out,2017-08-15
City Hotel,2017-08-14,0,21,1,0,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,218.0,0,3,Check-Out,2017-08-15
City Hotel,2017-08-12,0,195,2,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,1,Check-Out,2017-08-15
City Hotel,2017-08-10,0,187,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.1,0,1,Check-Out,2017-08-15
City Hotel,2017-08-12,0,215,2,1,2,2,0,BB,MAR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,202.5,0,0,Check-Out,2017-08-15
City Hotel,2017-08-12,0,9,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,166.67,0,0,Check-Out,2017-08-15
City Hotel,2017-08-13,0,91,2,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Check-Out,2017-08-15
